id,name,artists,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mode,key,duration_ms,release_date,popularity,duration_min,key_sin,key_cos,dance_energy,positive_energy,acoustic_energy_balance,release_year,decade,cluster
track_19,Song 19,Artist 19,0.34754476916833565,0.13021192094136097,-10.750099100907917,0.07656828242916669,0.9468470348447715,0.04403577526770249,0.7205746520796195,0.5378300105874818,107.63849751276432,0,0,303230,2021-01-01,49,5.053833333333333,0.0,1.0,0.04525447200653087,0.07003187881850852,0.8791033681627127,2021,2020,4
track_20,Song 20,Artist 20,0.6200749605140226,0.7207040378496875,-2.0615614078070372,0.016826694647585693,0.6866177021476493,0.11940654246732532,0.7399032005979072,0.877134449325804,146.916568588387,0,6,148570,1997-01-01,64,2.476166666666667,1.2246467991473532e-16,-1.0,0.4468905278119416,0.632154339366169,0.4878892969134775,1997,1990,3
track_21,Song 21,Artist 21,0.21856978155423556,0.3646406165615702,-13.755122679606583,0.028349245633047145,0.999568269287153,0.08212441845663424,0.0913674429513391,0.8599185890192046,184.7393524501971,1,0,207995,2008-01-01,2,3.4665833333333333,0.0,1.0,0.07969941990766417,0.31356124449271827,0.7327085660761696,2008,2000,4
track_22,Song 22,Artist 22,0.3483229512549354,0.922712613885112,-2.8321486010403376,0.05782963935159129,0.997600194152455,0.048851399685243935,0.6654811702658592,0.45334478603210177,129.46462965415614,1,11,160658,2013-01-01,78,2.6776333333333335,-0.5000000000000004,0.8660254037844384,0.32140198082861793,0.41830695251086747,0.5194985267391979,2013,2010,3
track_23,Song 23,Artist 23,0.41140756679963797,0.9642418381971773,-28.48452150070531,0.02020751043452489,0.6615864011477991,0.05451576160119616,0.07827304281700297,0.29697136847211353,175.4612429707688,0,5,310256,1973-01-01,51,5.170933333333333,0.49999999999999994,-0.8660254037844387,0.3966963884591109,0.286352218227482,0.40692244003087485,1973,1970,0
track_24,Song 24,Artist 24,0.48765948658448055,0.9403971753109561,-17.854993746849317,0.0029124851911949048,0.9014743098949113,0.08257895573292909,0.325377219271267,0.4038533911078377,116.30189345815546,1,5,240640,1979-01-01,9,4.010666666666666,0.49999999999999994,-0.8660254037844387,0.45859360369763663,0.3797825882375614,0.48943361559264126,1979,1970,2
track_25,Song 25,Artist 25,0.7673995671840615,0.5220506528251427,-22.455424062100516,0.02341393964260737,0.986079298452996,0.0005881992940075647,0.45672498171580933,0.39898789567677473,74.33522479104471,0,4,192613,1975-01-01,20,3.2102166666666667,0.8660254037844387,-0.4999999999999998,0.4006214450261713,0.20829189140739018,0.6538419608836323,1975,1970,0
track_26,Song 26,Artist 26,0.26972271483460575,0.867217959380489,-8.806192015558835,0.1445223124584016,0.01627813578468277,0.008176321104909191,0.16107559897034557,0.30818018748451453,68.6108031042094,1,1,178194,1999-01-01,36,2.9699,0.49999999999999994,0.8660254037844387,0.23390838235743233,0.2672593933118172,0.01842466248475841,1999,1990,1
track_27,Song 27,Artist 27,0.5370992726515699,0.8516489646962127,-1.5423843755798465,0.05132403303355561,0.18689737540731544,0.2130802777432289,0.6097353594268077,0.29172164389966987,67.18681198531486,1,1,318579,2015-01-01,14,5.30965,0.49999999999999994,0.8660254037844387,0.4574200394927983,0.24844443600663108,0.17996038138105913,2015,2010,2
track_28,Song 28,Artist 28,0.6035523835327361,0.38399942118649755,-22.560628189116812,0.055657748434752075,0.4925606650451899,0.008107881576375629,0.05626602812910393,0.8249566428317474,113.22101987407379,1,8,231872,2004-01-01,86,3.864533333333333,-0.8660254037844385,-0.5000000000000004,0.23176376593230164,0.3167828733513472,0.5619239466386706,2004,2000,4
track_29,Song 29,Artist 29,0.13948285081199807,0.8377347719941028,-11.02893655725184,0.05002196783680693,0.584586702042852,0.12269125744285758,0.17644928632552764,0.1128757286161955,107.21328511701789,1,4,285031,2018-01-01,77,4.750516666666667,0.8660254037844387,-0.4999999999999998,0.11684963422207667,0.09455992277595678,0.41100855306295564,2018,2010,0
track_30,Song 30,Artist 30,0.6164131241162226,0.13293679489678845,-24.255168649967537,0.011094225896438631,0.7074358748817184,0.2526205809496616,0.4855976223901068,0.6598500638896347,160.51118330715974,0,4,304144,2012-01-01,78,5.069066666666667,0.8660254037844387,-0.4999999999999998,0.08194398505232689,0.08771835260592913,0.8418110899026308,2012,2010,4
track_31,Song 31,Artist 31,0.2449455051341978,0.6306801918490272,-13.605422617423311,0.027092932275544615,0.920240070805361,0.03156476278264864,0.5857906715279693,0.20553804631080708,163.99501022188122,0,6,296660,1979-01-01,73,4.944333333333334,1.2246467991473532e-16,-1.0,0.15448227817059276,0.12962877447957405,0.5933506058395113,1979,1970,0
track_32,Song 32,Artist 32,0.15529385403748758,0.30470786518605575,-16.545957886038252,0.0695030319049337,0.8980061079109203,0.04628158228253819,0.7374823270204371,0.36005530405465686,67.11955563672358,1,5,291605,2022-01-01,8,4.860083333333334,0.49999999999999994,-0.8660254037844387,0.047319258740277786,0.10971168304741069,0.7466491463048521,2022,2020,4
track_33,Song 33,Artist 33,0.9065527066653332,0.20730452834177815,-1.811845440685424,0.005344356102718183,0.41198140772090647,0.08414648524741813,0.579122488950968,0.10538873072135317,90.95725680446209,0,1,228558,2001-01-01,43,3.8093,0.49999999999999994,0.8660254037844387,0.18793248127221926,0.021847561114728783,0.6652512490255494,2001,2000,0
track_34,Song 34,Artist 34,0.9207872281133754,0.16848834944999616,-12.35270909180247,0.01627631248216475,0.9301327695050553,0.21346073319931122,0.5538344526911495,0.2929762731699158,98.39665902224596,1,10,188582,2011-01-01,38,3.1430333333333333,-0.8660254037844386,0.5000000000000001,0.15514192025945972,0.04936308869441031,0.8466357571516457,2011,2010,4
track_35,Song 35,Artist 35,0.7871377458989919,0.7196970105315443,-19.864315209482257,0.0161702370654051,0.044627279515181466,0.2845685786020836,0.3457558597629982,0.7415789640055179,136.6656777799933,1,0,312815,2011-01-01,4,5.213583333333333,0.0,1.0,0.5665006826000428,0.533712163467851,0.058387809609771316,2011,2010,2
track_36,Song 36,Artist 36,0.3589217037973651,0.40248871775357886,-26.69122223824993,0.028283359202299047,0.9972018256755109,0.13453952423210586,0.05096331914510106,0.8465137920925327,80.23213134697303,0,4,295590,1972-01-01,24,4.9265,0.8660254037844387,-0.4999999999999998,0.1444619363353313,0.34071225074004313,0.7124439883608045,1972,1970,4
track_37,Song 37,Artist 37,0.1830212969054263,0.7450424266605977,-25.6138419666869,0.1965316066639828,0.8222691126407755,0.009060301285840528,0.14011944405171645,0.24937443671213033,78.75177071600005,0,3,263775,1995-01-01,55,4.39625,1.0,6.123233995736766e-17,0.13635863117698854,0.18579453547512523,0.5246363389699547,1995,1990,0
track_38,Song 38,Artist 38,0.6815980725353333,0.15816714331105872,-23.46580903141418,0.0034944429248061496,0.33728311588627174,0.11061027387808259,0.45091590856702934,0.4671930553330296,192.13044448911413,0,11,169456,1984-01-01,89,2.8242666666666665,-0.5000000000000004,0.8660254037844384,0.10780642001923746,0.07389459093679068,0.6807594281477791,1984,1980,4
track_39,Song 39,Artist 39,0.4741296196786611,0.3806084006692432,-22.72196682113136,0.03656332843529737,0.027347431790267183,0.05281476574635663,0.5563474143833148,0.4732916431434857,172.58840702168933,1,2,175491,1986-01-01,63,2.92485,0.8660254037844386,0.5000000000000001,0.18045771625581172,0.18013877534696027,0.06703511159598341,1986,1980,1
track_40,Song 40,Artist 40,0.203732499618062,0.5801472502140501,-5.332134322607004,0.009883823033775566,0.9885321426632815,0.06362017884461856,0.36308621292234683,0.8362177751837607,85.29168629276384,0,1,128043,1996-01-01,71,2.13405,0.49999999999999994,0.8660254037844387,0.11819484943265368,0.48512944285296955,0.6301679724893351,1996,1990,3
track_41,Song 41,Artist 41,0.5209003735945796,0.8037436167066775,-13.724539139806776,0.1764683792612887,0.6867681185315232,0.0050397264726450165,0.5980092586462927,0.7365191475882248,116.91949310676873,0,9,223212,1987-01-01,85,3.7202,-1.0,-1.8369701987210297e-16,0.4186703502167669,0.591972563456279,0.4607596448491733,1987,1980,3
track_42,Song 42,Artist 42,0.12923024294793564,0.38368972760954223,-14.821663570143373,0.006012626257777126,0.9078402317042351,0.021203317494335384,0.44139672149913406,0.5117694965312448,109.78707989605917,0,1,188340,2020-01-01,51,3.139,0.49999999999999994,0.8660254037844387,0.049584316715608395,0.1963606987229459,0.7029179015473181,2020,2020,4
track_43,Song 43,Artist 43,0.8729223417669647,0.657043325028938,-26.671702715792694,0.025842268838986937,0.16578824333772738,0.15630964941573577,0.10563214669573416,0.653672480424596,170.740570369157,0,3,261248,1988-01-01,88,4.354133333333333,1.0,6.123233995736766e-17,0.5735477979266135,0.42949114001808997,0.20148478525445274,1988,1980,2
track_44,Song 44,Artist 44,0.31996298436001436,0.8885201959302066,-5.055948892866386,0.06694859411838541,0.9972795549871001,0.06050609087312271,0.1940121882259616,0.8126195485184301,131.4298083069371,1,1,255008,1981-01-01,75,4.250133333333333,0.49999999999999994,0.8660254037844387,0.2842935735539736,0.7220288804663115,0.5288361214735944,1981,1980,3
track_45,Song 45,Artist 45,0.6631439417008846,0.6481182374822511,-9.038385206953972,0.0609635324351578,0.5595887602176718,0.03590523987477106,0.6799986674329572,0.05858505862299045,77.89896317908538,1,3,151174,1993-01-01,8,2.5195666666666665,1.0,6.123233995736766e-17,0.42979568269221,0.037970044937526926,0.4633477308119242,1993,1990,0
track_46,Song 46,Artist 46,0.3649544146759993,0.30733393253073404,-28.037617504899956,0.027472141150995485,0.37348905456405673,0.04845392801568471,0.5936845599683297,0.4126010279450437,163.45888884187414,1,2,202632,1974-01-01,9,3.3772,0.8660254037844386,0.5000000000000001,0.11216287545682711,0.1268062964845736,0.548583865497759,1974,1970,4
track_47,Song 47,Artist 47,0.5420578180011392,0.12171669558531885,-9.472782180336708,0.02127248644659102,0.7564612172887625,0.19268888006817328,0.7210714902593713,0.8665188505493707,115.56431695148865,1,8,208768,1993-01-01,9,3.4794666666666667,-0.8660254037844385,-0.5000000000000004,0.06597748642328682,0.10546981115125816,0.861397610668008,1993,1990,4
track_48,Song 48,Artist 48,0.5647037374417877,0.8743879977718276,-14.237391697063265,0.0253427075717063,0.03863644761673681,0.13822984251367285,0.13816793684070244,0.7162817277595562,96.80939466850059,1,6,245775,1996-01-01,72,4.09625,1.2246467991473532e-16,-1.0,0.4937701703159926,0.6263081457762237,0.04231694506640388,1996,1990,2
track_49,Song 49,Artist 49,0.25712628719669794,0.11892977565684457,-27.62996497334343,0.015345029413501968,0.23760934580671436,0.03178875625462011,0.7926669009613054,0.5385572369006671,112.56980708290082,1,10,228177,2017-01-01,61,3.80295,-0.8660254037844386,0.5000000000000001,0.030579971651780672,0.06405049136296644,0.6664308769272684,2017,2010,4
track_50,Song 50,Artist 0,0.9241469335998748,0.8784844886889375,-16.709281395668963,0.011491602143566875,0.9999858677954616,0.012499857540334466,0.2070550354624502,0.52668007433162,129.6859189049655,1,11,145909,1999-01-01,89,2.4318166666666667,-0.5000000000000004,0.8660254037844384,0.8118487464369354,0.46268027580186477,0.5323402267186855,1999,1990,2
track_51,Song 51,Artist 1,0.7588628998569473,0.5707540492842187,-15.943807673228637,0.03298945959341901,0.6090395067599589,0.029034992352929848,0.05883490721498151,0.362993087843994,108.03617229838133,0,2,164158,1984-01-01,98,2.7359666666666667,0.8660254037844386,0.5000000000000001,0.4331240729449172,0.20717977474914168,0.5162250526075096,1984,1980,0
track_52,Song 52,Artist 2,0.8985741003295608,0.9357702516764775,-25.192538335265002,0.015635210297696756,0.5216972115765067,0.25352292708595753,0.7980672042901656,0.518468480277363,93.8668081628461,1,7,259438,2016-01-01,90,4.323966666666666,-0.4999999999999997,-0.8660254037844388,0.8408589120153575,0.48516738027546885,0.35794751291709537,2016,2010,2
track_53,Song 53,Artist 3,0.8606032478635015,0.8109170798385622,-2.5747537369918128,0.01694607823168569,0.9992514065397188,0.08712906884079193,0.26080541408383484,0.6398448795171079,115.79028403255725,1,8,336197,2007-01-01,59,5.603283333333334,-0.8660254037844385,-0.5000000000000004,0.697877872657053,0.5188611412476698,0.5520209096767968,2007,2000,2
track_54,Song 54,Artist 4,0.6082149819894224,0.9881613583746703,-5.350714227060806,0.053465694969159205,0.8353669768302294,0.07624548346102644,0.5510145893844199,0.4265267345859137,62.68420750498576,1,6,305409,2013-01-01,94,5.09015,1.2246467991473532e-16,-1.0,0.6010145427864932,0.421477237431529,0.45810449039821116,2013,2010,2
track_55,Song 55,Artist 5,0.8835930997696493,0.41213351575202206,-10.598352217455858,0.17294767846531578,0.5881023926296751,0.09073151325819924,0.1825117356322289,0.6927378317529566,168.14969845348395,1,5,244296,2003-01-01,18,4.0716,0.49999999999999994,-0.8660254037844387,0.36415833070229275,0.28550047809477874,0.5879630992433358,2003,2000,0
track_56,Song 56,Artist 6,0.17521862674413158,0.7827975771487029,-16.59342873098239,0.04627126634713337,0.866415363592369,0.04557509087351677,0.4851713991493563,0.8251090045343472,83.932285099462,0,3,179331,1996-01-01,37,2.98885,1.0,6.123233995736766e-17,0.13716071648662911,0.6458933296330651,0.5253504970998769,1996,1990,3
track_57,Song 57,Artist 7,0.2665854330562734,0.45771851311222556,-18.05879929404925,0.004005189942997255,0.012729471312746337,0.1645619753301989,0.7280262398409195,0.18921636336637504,66.14664590828922,1,4,313269,1989-01-01,5,5.22115,0.8660254037844387,-0.4999999999999998,0.12202108803589622,0.08660783249655978,0.027058133260305633,1989,1980,1
track_58,Song 58,Artist 8,0.13844319557395734,0.5270893020704789,-11.121769452622328,0.003929633724427554,0.06208412712302444,0.07408390715827051,0.29013587557132897,0.4563923205356819,151.51781700671108,1,7,323114,2010-01-01,14,5.385233333333334,-0.4999999999999997,-0.8660254037844388,0.07297192733148399,0.24055950970147885,0.10537478214729863,2010,2010,1
track_59,Song 59,Artist 9,0.3765307811487747,0.6584798622643494,-14.182475787199742,0.15123048287162152,0.9999999324791409,0.012414461829769187,0.5526904820332694,0.41721808215657297,168.3510580353141,0,2,301996,2001-01-01,92,5.033266666666667,0.8660254037844386,0.5000000000000001,0.24793793690913304,0.27472970527265617,0.6029614184551388,2001,2000,0
track_60,Song 60,Artist 10,0.43037569623605976,0.8775726316258414,-28.194079929425317,0.017640605735917973,0.7995257263802935,0.013818807510768479,0.1909276915988124,0.6687183236447553,173.93607842299804,1,1,279914,1973-01-01,46,4.665233333333333,0.49999999999999994,0.8660254037844387,0.3776859323336827,0.586848899097349,0.4767312816402431,1973,1970,3
track_61,Song 61,Artist 11,0.33064667700781153,0.9758342875873727,-15.137423185660381,0.004829233816040338,0.9974379766655055,0.0769724051944379,0.518596549039044,0.2748807187321364,129.091285572484,1,2,268530,1974-01-01,44,4.4755,0.8660254037844386,0.5000000000000001,0.3226563645010499,0.26823803033547927,0.5054738209525967,1974,1970,0
track_62,Song 62,Artist 12,0.8044268827791399,0.7837633383394211,-6.614295100247656,0.045695252387941206,0.9733929590241674,0.275782178131858,0.3023377638631326,0.6262258234570486,88.75154585659794,1,11,207367,2022-01-01,4,3.4561166666666665,-0.5000000000000004,0.8660254037844384,0.6304802990969529,0.4908128419470494,0.553958920174438,2022,2020,2
track_63,Song 63,Artist 13,0.40324032768955087,0.4718124361289271,-16.682043549688217,0.0488616235650292,0.6760112785429625,0.03686782992235956,0.20840619394096377,0.8397403175583392,163.21187481497574,1,6,185382,1977-01-01,77,3.0897,1.2246467991473532e-16,-1.0,0.19025380135263384,0.39619992494287887,0.5889499240624063,1977,1970,3
track_64,Song 64,Artist 14,0.33879433323427366,0.4750077320265925,-28.493259250926215,0.05227796404115659,0.7092515973047887,0.20366975721761565,0.28488653802772634,0.4263184398142604,157.9598308016072,1,7,194319,1991-01-01,52,3.23865,-0.4999999999999997,-0.8660254037844388,0.16092992785307395,0.2025045552172872,0.5988983838589134,1991,1990,4
track_65,Song 65,Artist 15,0.5612916706845111,0.7564482484141134,-7.197932217863041,0.015557909833478299,0.8649172621828887,0.14443285838790795,0.18413080138084953,0.869914129981298,94.47790277444426,1,0,131170,2011-01-01,65,2.186166666666667,0.0,1.0,0.4245881011387298,0.6580450198950403,0.5334495664798321,2011,2010,3
track_66,Song 66,Artist 16,0.21978559122854824,0.3125116597337891,-24.160450318056743,0.0007613006942445557,0.9139259741398167,0.028476957510200764,0.7264370808784122,0.9438473650401306,186.47708582079102,1,6,239952,1976-01-01,61,3.9992,1.2246467991473532e-16,-1.0,0.06868555990040573,0.2949633065840547,0.7451868759656213,1976,1970,4
track_67,Song 67,Artist 17,0.7818674336409337,0.19832196068694125,-22.499995788246878,0.16764232206039817,0.4107927168852005,0.00370175202151218,0.3478901647378466,0.14548284495315686,74.61200413159605,0,8,200145,1991-01-01,22,3.33575,-0.8660254037844385,-0.5000000000000004,0.1550614824369369,0.02885244305742434,0.6744083792467277,1991,1990,0
track_68,Song 68,Artist 18,0.1633680471278052,0.4156137203002911,-25.22351575046342,0.014443675475963293,0.3396682745709492,0.010741514178209677,0.2339594787307755,0.25974786918637277,197.5763535427856,0,11,225626,2015-01-01,43,3.7604333333333333,-0.5000000000000004,0.8660254037844384,0.0678980018449804,0.10795477825262173,0.4497231857164418,2015,2010,1
track_69,Song 69,Artist 19,0.9388538961104397,0.3556427025721327,-20.42376311872657,0.05635464512230805,0.5334657863058359,0.13037707967543996,0.38630588076194966,0.9053417763338838,180.43469353684503,1,2,296014,1999-01-01,51,4.933566666666667,0.8660254037844386,0.5000000000000001,0.33389653693309307,0.32197819608683775,0.6000001045754835,1999,1990,2
track_70,Song 70,Artist 20,0.7564080539021588,0.36371422720583124,-8.054206335029583,0.06131601122250381,0.2639334386929507,0.022273080905482454,0.2904021251048717,0.9124949178332481,156.30581036707053,0,2,339643,2006-01-01,45,5.660716666666667,0.8660254037844386,0.5000000000000001,0.27511637077729045,0.3318873838689683,0.4205114310487741,2006,2000,3
track_71,Song 71,Artist 21,0.2689083293040465,0.3079108984344199,-14.937810074385817,0.04708137790959099,0.8240391414888778,0.04640548312913647,0.6083144403599945,0.13793654784808262,191.4249843591766,1,7,136208,1985-01-01,18,2.2701333333333333,-0.4999999999999997,-0.8660254037844388,0.0827998052725078,0.042472166374845466,0.7279812575150915,1985,1980,4
track_72,Song 72,Artist 22,0.10469379955506204,0.13746293877636206,-24.058443049629336,0.018764309924204463,0.04248542569793871,0.06965513000185244,0.7784149339141209,0.06349865033942301,161.1235635653191,0,3,286250,1984-01-01,87,4.770833333333333,1.0,6.123233995736766e-17,0.014391517358502215,0.008728711083989727,0.2360965587294764,1984,1980,1
track_73,Song 73,Artist 23,0.793142214186609,0.11590780191273829,-4.542927733590815,0.0158106795516283,0.046899848756294694,0.12926880628254264,0.3785252425232351,0.19499002093078,86.66397958420643,1,7,330244,1974-01-01,83,5.504066666666667,-0.4999999999999997,-0.8660254037844388,0.09193137065057212,0.022600864721005542,0.2880673020970825,1974,1970,1
track_74,Song 74,Artist 24,0.7008287422704745,0.9790729268650681,-4.492126206405654,0.045523918161017946,0.4948428954650138,0.012017101076727734,0.6957750499791804,0.9464115050440234,121.90185933579365,0,4,260111,1972-01-01,46,4.335183333333333,0.8660254037844387,-0.4999999999999998,0.686162447925918,0.9266058822622261,0.3357332571065495,1972,1970,2
track_75,Song 75,Artist 25,0.7196560928348392,0.4807180890249175,-4.753225673665799,0.10053147087469952,0.31914159103007433,0.05214929938474137,0.4743973051697146,0.21199965494961814,70.01042340642896,1,2,134990,1992-01-01,90,2.249833333333333,0.8660254037844386,0.5000000000000001,0.34595170170270256,0.10191206900132234,0.3989964739961124,1992,1990,0
track_76,Song 76,Artist 26,0.7555797946830538,0.44205071597211676,-23.07490986993536,0.14662259804712816,0.9167056698236218,0.06637299594914071,0.1679267488206751,0.5022928460498208,114.55203912033616,0,3,257513,1979-01-01,51,4.291883333333334,1.0,6.123233995736766e-17,0.3340045892137089,0.22203891222399552,0.6746647189606738,1979,1970,0
track_77,Song 77,Artist 27,0.1629379539739768,0.7048860815968322,-16.914059018751345,0.005597207257871357,0.00808536472166813,0.07783283729338986,0.5679670565610062,0.81357595378746,163.8244227632092,0,3,325293,1974-01-01,23,5.42155,1.0,6.123233995736766e-17,0.11485269592012151,0.573478366146648,0.011340360715785952,1974,1970,3
track_78,Song 78,Artist 28,0.4046958692626317,0.2942459601999071,-1.435299971914624,0.00841079234315485,0.3401132163650853,0.17057321038928244,0.43507587284436505,0.0683614496193857,114.10206913031443,1,7,249327,1992-01-01,16,4.15545,-0.4999999999999997,-0.8660254037844388,0.11908012464011913,0.02011508038391372,0.536151588529359,1992,1990,4
track_79,Song 79,Artist 29,0.19848870059636026,0.9454654537157006,-7.6116381870102785,0.14478191298494597,0.9493886284070124,0.018835354677357127,0.5379548924390776,0.5940400840326135,106.24118456553877,1,5,199314,1984-01-01,88,3.3219,0.49999999999999994,-0.8660254037844387,0.1876642093667776,0.5616443775752079,0.5010349537355959,1984,1980,3
track_80,Song 80,Artist 30,0.8336379119942544,0.7998470628298413,-29.212144784458765,0.06669178069043613,0.01669683127969109,0.16493824369740898,0.7172655594287487,0.29932290398266187,143.34980115144367,0,6,297031,1987-01-01,45,4.950516666666666,1.2246467991473532e-16,-1.0,0.6667828353722062,0.2394125455882307,0.0204481485343185,1987,1980,2
